region_id,region_type,region,Zipcode,State,Metro Area,City,County
58924,zip,"2826;RI;Providence-Warwick, RI-MA;Burrillville;Providence County",02826,RI,"Providence-Warwick, RI-MA",Burrillville,Providence County
58472,zip,"1745;MA;Worcester, MA-CT;nan;Worcester County",01745,MA,"Worcester, MA-CT",nan,Worcester County
98400,zip,"95721;CA;Sacramento-Roseville-Folsom, CA;South Lake Tahoe;El Dorado County",95721,CA,"Sacramento-Roseville-Folsom, CA",South Lake Tahoe,El Dorado County
98402,zip,"95724;CA;Sacramento-Roseville-Folsom, CA;nan;Placer County",95724,CA,"Sacramento-Roseville-Folsom, CA",nan,Placer County
95851,zip,"89155;NV;Las Vegas-Henderson-Paradise, NV;Las Vegas;Clark County",89155,NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,Clark County
58259,zip,"1092;MA;Worcester, MA-CT;Warren;Worcester County",01092,MA,"Worcester, MA-CT",Warren,Worcester County
65172,zip,"17762;PA;Williamsport, PA;Hughesville;Lycoming County",17762,PA,"Williamsport, PA",Hughesville,Lycoming County
92356,zip,"78260;TX;San Antonio-New Braunfels, TX;San Antonio;Bexar County",78260,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
66793,zip,"21133;MD;Baltimore-Columbia-Towson, MD;Randallstown;Baltimore County",21133,MD,"Baltimore-Columbia-Towson, MD",Randallstown,Baltimore County
95079,zip,"85743;AZ;Tucson, AZ;Tucson;Pima County",85743,AZ,"Tucson, AZ",Tucson,Pima County
78560,zip,"47362;IN;New Castle, IN;New Castle;Henry County",47362,IN,"New Castle, IN",New Castle,Henry County
97696,zip,"94306;CA;San Jose-Sunnyvale-Santa Clara, CA;Palo Alto;Santa Clara County",94306,CA,"San Jose-Sunnyvale-Santa Clara, CA",Palo Alto,Santa Clara County
70360,zip,"29205;SC;Columbia, SC;Columbia;Richland County",29205,SC,"Columbia, SC",Columbia,Richland County
62523,zip,"12302;NY;Albany-Schenectady-Troy, NY;Schenectady;Schenectady County",12302,NY,"Albany-Schenectady-Troy, NY",Schenectady,Schenectady County
60976,zip,"8087;NJ;New York-Newark-Jersey City, NY-NJ-PA;Little Egg Harbor;Ocean County",08087,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Little Egg Harbor,Ocean County
65329,zip,"18052;PA;Allentown-Bethlehem-Easton, PA-NJ;Whitehall;Lehigh County",18052,PA,"Allentown-Bethlehem-Easton, PA-NJ",Whitehall,Lehigh County
63641,zip,"14620;NY;Rochester, NY;Rochester;Monroe County",14620,NY,"Rochester, NY",Rochester,Monroe County
58645,zip,"2131;MA;Boston-Cambridge-Newton, MA-NH;Boston;Suffolk County",02131,MA,"Boston-Cambridge-Newton, MA-NH",Boston,Suffolk County
91556,zip,"76705;TX;Waco, TX;Lacy-Lakeview;McLennan County",76705,TX,"Waco, TX",Lacy-Lakeview,McLennan County
90222,zip,"74006;OK;Bartlesville, OK;Bartlesville;Washington County",74006,OK,"Bartlesville, OK",Bartlesville,Washington County
63944,zip,"15213;PA;Pittsburgh, PA;Pittsburgh;Allegheny County",15213,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
98000,zip,"95132;CA;San Jose-Sunnyvale-Santa Clara, CA;San Jose;Santa Clara County",95132,CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,Santa Clara County
65792,zip,"19125;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;Philadelphia County",19125,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Philadelphia County
77035,zip,"44135;OH;Cleveland-Elyria, OH;Cleveland;Cuyahoga County",44135,OH,"Cleveland-Elyria, OH",Cleveland,Cuyahoga County
92655,zip,"78746;TX;Austin-Round Rock-Georgetown, TX;West Lake Hills;Travis County",78746,TX,"Austin-Round Rock-Georgetown, TX",West Lake Hills,Travis County
97718,zip,"94510;CA;Vallejo, CA;Benicia;Solano County",94510,CA,"Vallejo, CA",Benicia,Solano County
94476,zip,"84116;UT;Salt Lake City, UT;Salt Lake City;Salt Lake County",84116,UT,"Salt Lake City, UT",Salt Lake City,Salt Lake County
64217,zip,"15650;PA;Pittsburgh, PA;Latrobe;Westmoreland County",15650,PA,"Pittsburgh, PA",Latrobe,Westmoreland County
99679,zip,"98273;WA;Mount Vernon-Anacortes, WA;Mount Vernon;Skagit County",98273,WA,"Mount Vernon-Anacortes, WA",Mount Vernon,Skagit County
97067,zip,"92869;CA;Los Angeles-Long Beach-Anaheim, CA;Orange;Orange County",92869,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,Orange County
92541,zip,"78602;TX;Austin-Round Rock-Georgetown, TX;Bastrop;Bastrop County",78602,TX,"Austin-Round Rock-Georgetown, TX",Bastrop,Bastrop County
60151,zip,"6095;CT;Hartford-East Hartford-Middletown, CT;Windsor;Hartford County",06095,CT,"Hartford-East Hartford-Middletown, CT",Windsor,Hartford County
60574,zip,"7065;NJ;New York-Newark-Jersey City, NY-NJ-PA;Rahway;Union County",07065,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Rahway,Union County
67769,zip,"23601;VA;Virginia Beach-Norfolk-Newport News, VA-NC;Newport News;Newport News City",23601,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News,Newport News City
99339,zip,"97502;OR;Medford, OR;Central Point;Jackson County",97502,OR,"Medford, OR",Central Point,Jackson County
95194,zip,"86409;AZ;Lake Havasu City-Kingman, AZ;Kingman;Mohave County",86409,AZ,"Lake Havasu City-Kingman, AZ",Kingman,Mohave County
84364,zip,"60110;IL;Chicago-Naperville-Elgin, IL-IN-WI;Carpentersville;Kane County",60110,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Carpentersville,Kane County
81328,zip,"53406;WI;Racine, WI;Mount Pleasant;Racine County",53406,WI,"Racine, WI",Mount Pleasant,Racine County
88738,zip,"70663;LA;Lake Charles, LA;Sulphur;Calcasieu Parish",70663,LA,"Lake Charles, LA",Sulphur,Calcasieu Parish
62157,zip,"11566;NY;New York-Newark-Jersey City, NY-NJ-PA;Merrick;Nassau County",11566,NY,"New York-Newark-Jersey City, NY-NJ-PA",Merrick,Nassau County
93356,zip,"80304;CO;Boulder, CO;Boulder;Boulder County",80304,CO,"Boulder, CO",Boulder,Boulder County
90761,zip,"75208;TX;Dallas-Fort Worth-Arlington, TX;Dallas;Dallas County",75208,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,Dallas County
78988,zip,"48116;MI;Detroit-Warren-Dearborn, MI;Brighton;Livingston County",48116,MI,"Detroit-Warren-Dearborn, MI",Brighton,Livingston County
97421,zip,"93710;CA;Fresno, CA;Fresno;Fresno County",93710,CA,"Fresno, CA",Fresno,Fresno County
66582,zip,"20723;MD;Baltimore-Columbia-Towson, MD;Laurel;Howard County",20723,MD,"Baltimore-Columbia-Towson, MD",Laurel,Howard County
94974,zip,"85541;AZ;Payson, AZ;Payson;Gila County",85541,AZ,"Payson, AZ",Payson,Gila County
92411,zip,"78363;TX;Kingsville, TX;Kingsville;Kleberg County",78363,TX,"Kingsville, TX",Kingsville,Kleberg County
72045,zip,"32533;FL;Pensacola-Ferry Pass-Brent, FL;Cantonment;Escambia County",32533,FL,"Pensacola-Ferry Pass-Brent, FL",Cantonment,Escambia County
95156,zip,"86301;AZ;Prescott Valley-Prescott, AZ;Prescott;Yavapai County",86301,AZ,"Prescott Valley-Prescott, AZ",Prescott,Yavapai County
94255,zip,"83651;ID;Boise City, ID;Nampa;Canyon County",83651,ID,"Boise City, ID",Nampa,Canyon County
99749,zip,"98362;WA;Port Angeles, WA;Port Angeles;Clallam County",98362,WA,"Port Angeles, WA",Port Angeles,Clallam County
91190,zip,"76016;TX;Dallas-Fort Worth-Arlington, TX;Arlington;Tarrant County",76016,TX,"Dallas-Fort Worth-Arlington, TX",Arlington,Tarrant County
75216,zip,"39212;MS;Jackson, MS;Jackson;Hinds County",39212,MS,"Jackson, MS",Jackson,Hinds County
83156,zip,"57201;SD;Watertown, SD;Watertown;Codington County",57201,SD,"Watertown, SD",Watertown,Codington County
82765,zip,"56303;MN;St. Cloud, MN;Saint Cloud;Stearns County",56303,MN,"St. Cloud, MN",Saint Cloud,Stearns County
91209,zip,"76048;TX;Granbury, TX;Granbury;Hood County",76048,TX,"Granbury, TX",Granbury,Hood County
76359,zip,"42431;KY;Madisonville, KY;Madisonville;Hopkins County",42431,KY,"Madisonville, KY",Madisonville,Hopkins County
76496,zip,"43062;OH;Columbus, OH;Pataskala;Licking County",43062,OH,"Columbus, OH",Pataskala,Licking County
96795,zip,"92311;CA;Riverside-San Bernardino-Ontario, CA;Barstow;San Bernardino County",92311,CA,"Riverside-San Bernardino-Ontario, CA",Barstow,San Bernardino County
70872,zip,"30094;GA;Atlanta-Sandy Springs-Alpharetta, GA;Conyers;Rockdale County",30094,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Conyers,Rockdale County
72592,zip,"33426;FL;Miami-Fort Lauderdale-Pompano Beach, FL;Boynton Beach;Palm Beach County",33426,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Boynton Beach,Palm Beach County
93136,zip,"79927;TX;El Paso, TX;Socorro;El Paso County",79927,TX,"El Paso, TX",Socorro,El Paso County
70313,zip,"29115;SC;Orangeburg, SC;Orangeburg;Orangeburg County",29115,SC,"Orangeburg, SC",Orangeburg,Orangeburg County
93267,zip,"80138;CO;Denver-Aurora-Lakewood, CO;Parker;Douglas County",80138,CO,"Denver-Aurora-Lakewood, CO",Parker,Douglas County
83709,zip,"58504;ND;Bismarck, ND;Bismarck;Burleigh County",58504,ND,"Bismarck, ND",Bismarck,Burleigh County
72721,zip,"33618;FL;Tampa-St. Petersburg-Clearwater, FL;Tampa;Hillsborough County",33618,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
67545,zip,"23116;VA;Richmond, VA;Mechanicsville;Hanover County",23116,VA,"Richmond, VA",Mechanicsville,Hanover County
77794,zip,"45750;OH;Marietta, OH;Marietta;Washington County",45750,OH,"Marietta, OH",Marietta,Washington County
96581,zip,"92008;CA;San Diego-Chula Vista-Carlsbad, CA;Carlsbad;San Diego County",92008,CA,"San Diego-Chula Vista-Carlsbad, CA",Carlsbad,San Diego County
88811,zip,"70802;LA;Baton Rouge, LA;Baton Rouge;East Baton Rouge Parish",70802,LA,"Baton Rouge, LA",Baton Rouge,East Baton Rouge Parish
60638,zip,"7208;NJ;New York-Newark-Jersey City, NY-NJ-PA;Elizabeth;Union County",07208,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Elizabeth,Union County
59022,zip,"3062;NH;Manchester-Nashua, NH;Nashua;Hillsborough County",03062,NH,"Manchester-Nashua, NH",Nashua,Hillsborough County
93589,zip,"80911;CO;Colorado Springs, CO;Security-Widefield;El Paso County",80911,CO,"Colorado Springs, CO",Security-Widefield,El Paso County
99561,zip,"98101;WA;Seattle-Tacoma-Bellevue, WA;Seattle;King County",98101,WA,"Seattle-Tacoma-Bellevue, WA",Seattle,King County
67709,zip,"23435;VA;Virginia Beach-Norfolk-Newport News, VA-NC;Suffolk;Suffolk City",23435,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk,Suffolk City
60614,zip,"7110;NJ;New York-Newark-Jersey City, NY-NJ-PA;Nutley;Essex County",07110,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Nutley,Essex County
91690,zip,"77041;TX;Houston-The Woodlands-Sugar Land, TX;Houston;Harris County",77041,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,Harris County
89531,zip,"72404;AR;Jonesboro, AR;Jonesboro;Craighead County",72404,AR,"Jonesboro, AR",Jonesboro,Craighead County
99963,zip,"98684;WA;Portland-Vancouver-Hillsboro, OR-WA;Vancouver;Clark County",98684,WA,"Portland-Vancouver-Hillsboro, OR-WA",Vancouver,Clark County
59373,zip,"4106;ME;Portland-South Portland, ME;South Portland;Cumberland County",04106,ME,"Portland-South Portland, ME",South Portland,Cumberland County
93070,zip,"79761;TX;Odessa, TX;Odessa;Ector County",79761,TX,"Odessa, TX",Odessa,Ector County
92050,zip,"77590;TX;Houston-The Woodlands-Sugar Land, TX;Texas City;Galveston County",77590,TX,"Houston-The Woodlands-Sugar Land, TX",Texas City,Galveston County
65652,zip,"18940;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Newtown;Bucks County",18940,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Newtown,Bucks County
90273,zip,"74066;OK;Tulsa, OK;Sapulpa;Creek County",74066,OK,"Tulsa, OK",Sapulpa,Creek County
81128,zip,"52806;IA;Davenport-Moline-Rock Island, IA-IL;Davenport;Scott County",52806,IA,"Davenport-Moline-Rock Island, IA-IL",Davenport,Scott County
94422,zip,"84057;UT;Provo-Orem, UT;Orem;Utah County",84057,UT,"Provo-Orem, UT",Orem,Utah County
74286,zip,"37311;TN;Cleveland, TN;Cleveland;Bradley County",37311,TN,"Cleveland, TN",Cleveland,Bradley County
81191,zip,"53072;WI;Milwaukee-Waukesha, WI;Village of Pewaukee;Waukesha County",53072,WI,"Milwaukee-Waukesha, WI",Village of Pewaukee,Waukesha County
89106,zip,"71457;LA;Natchitoches, LA;Natchitoches;Natchitoches Parish",71457,LA,"Natchitoches, LA",Natchitoches,Natchitoches Parish
94925,zip,"85349;AZ;Yuma, AZ;San Luis;Yuma County",85349,AZ,"Yuma, AZ",San Luis,Yuma County
67140,zip,"22079;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV;Lorton;Fairfax County",22079,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Lorton,Fairfax County
90225,zip,"74011;OK;Tulsa, OK;Broken Arrow;Tulsa County",74011,OK,"Tulsa, OK",Broken Arrow,Tulsa County
61996,zip,"11050;NY;New York-Newark-Jersey City, NY-NJ-PA;Port Washington;Nassau County",11050,NY,"New York-Newark-Jersey City, NY-NJ-PA",Port Washington,Nassau County
99099,zip,"97132;OR;Portland-Vancouver-Hillsboro, OR-WA;Newberg;Yamhill County",97132,OR,"Portland-Vancouver-Hillsboro, OR-WA",Newberg,Yamhill County
92616,zip,"78703;TX;Austin-Round Rock-Georgetown, TX;Austin;Travis County",78703,TX,"Austin-Round Rock-Georgetown, TX",Austin,Travis County
73624,zip,"35811;AL;Huntsville, AL;Huntsville;Madison County",35811,AL,"Huntsville, AL",Huntsville,Madison County
97809,zip,"94607;CA;San Francisco-Oakland-Berkeley, CA;Oakland;Alameda County",94607,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
61056,zip,"8330;NJ;Atlantic City-Hammonton, NJ;Mays Landing;Atlantic County",08330,NJ,"Atlantic City-Hammonton, NJ",Mays Landing,Atlantic County
69717,zip,"28104;NC;Charlotte-Concord-Gastonia, NC-SC;Indian Trail;Union County",28104,NC,"Charlotte-Concord-Gastonia, NC-SC",Indian Trail,Union County
98450,zip,"95842;CA;Sacramento-Roseville-Folsom, CA;Sacramento;Sacramento County",95842,CA,"Sacramento-Roseville-Folsom, CA",Sacramento,Sacramento County
78840,zip,"47933;IN;Crawfordsville, IN;Crawfordsville;Montgomery County",47933,IN,"Crawfordsville, IN",Crawfordsville,Montgomery County
75873,zip,"41018;KY;Cincinnati, OH-KY-IN;Erlanger;Kenton County",41018,KY,"Cincinnati, OH-KY-IN",Erlanger,Kenton County
93025,zip,"79606;TX;Abilene, TX;Abilene;Taylor County",79606,TX,"Abilene, TX",Abilene,Taylor County
92114,zip,"77833;TX;Brenham, TX;Brenham;Washington County",77833,TX,"Brenham, TX",Brenham,Washington County
72902,zip,"33909;FL;Cape Coral-Fort Myers, FL;Cape Coral;Lee County",33909,FL,"Cape Coral-Fort Myers, FL",Cape Coral,Lee County
65324,zip,"18045;PA;Allentown-Bethlehem-Easton, PA-NJ;Easton;Northampton County",18045,PA,"Allentown-Bethlehem-Easton, PA-NJ",Easton,Northampton County
95078,zip,"85742;AZ;Tucson, AZ;Tucson;Pima County",85742,AZ,"Tucson, AZ",Tucson,Pima County
72057,zip,"32548;FL;Crestview-Fort Walton Beach-Destin, FL;Fort Walton Beach;Okaloosa County",32548,FL,"Crestview-Fort Walton Beach-Destin, FL",Fort Walton Beach,Okaloosa County
63627,zip,"14606;NY;Rochester, NY;Rochester;Monroe County",14606,NY,"Rochester, NY",Rochester,Monroe County
70757,zip,"29909;SC;Hilton Head Island-Bluffton, SC;Bluffton;Beaufort County",29909,SC,"Hilton Head Island-Bluffton, SC",Bluffton,Beaufort County
88558,zip,"70360;LA;Houma-Thibodaux, LA;Houma;Terrebonne Parish",70360,LA,"Houma-Thibodaux, LA",Houma,Terrebonne Parish
79120,zip,"48309;MI;Detroit-Warren-Dearborn, MI;Rochester Hills;Oakland County",48309,MI,"Detroit-Warren-Dearborn, MI",Rochester Hills,Oakland County
77955,zip,"46077;IN;Indianapolis-Carmel-Anderson, IN;Zionsville;Boone County",46077,IN,"Indianapolis-Carmel-Anderson, IN",Zionsville,Boone County
79264,zip,"48602;MI;Saginaw, MI;Saginaw;Saginaw County",48602,MI,"Saginaw, MI",Saginaw,Saginaw County
67227,zip,"22309;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mount Vernon;Fairfax County",22309,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mount Vernon,Fairfax County
60564,zip,"7054;NJ;New York-Newark-Jersey City, NY-NJ-PA;Parsippany;Morris County",07054,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Parsippany,Morris County
96633,zip,"92083;CA;San Diego-Chula Vista-Carlsbad, CA;Vista;San Diego County",92083,CA,"San Diego-Chula Vista-Carlsbad, CA",Vista,San Diego County
96091,zip,"90221;CA;Los Angeles-Long Beach-Anaheim, CA;Compton;Los Angeles County",90221,CA,"Los Angeles-Long Beach-Anaheim, CA",Compton,Los Angeles County
72670,zip,"33543;FL;Tampa-St. Petersburg-Clearwater, FL;Wesley Chapel;Pasco County",33543,FL,"Tampa-St. Petersburg-Clearwater, FL",Wesley Chapel,Pasco County
98927,zip,"96793;HI;Kahului-Wailuku-Lahaina, HI;Wailuku;Maui County",96793,HI,"Kahului-Wailuku-Lahaina, HI",Wailuku,Maui County
90281,zip,"74075;OK;Stillwater, OK;Stillwater;Payne County",74075,OK,"Stillwater, OK",Stillwater,Payne County
77416,zip,"45042;OH;Cincinnati, OH-KY-IN;Middletown;Butler County",45042,OH,"Cincinnati, OH-KY-IN",Middletown,Butler County
97399,zip,"93657;CA;Fresno, CA;Sanger;Fresno County",93657,CA,"Fresno, CA",Sanger,Fresno County
63936,zip,"15205;PA;Pittsburgh, PA;Crafton;Allegheny County",15205,PA,"Pittsburgh, PA",Crafton,Allegheny County
65448,zip,"18360;PA;East Stroudsburg, PA;Stroudsburg;Monroe County",18360,PA,"East Stroudsburg, PA",Stroudsburg,Monroe County
99506,zip,"98021;WA;Seattle-Tacoma-Bellevue, WA;Bothell;Snohomish County",98021,WA,"Seattle-Tacoma-Bellevue, WA",Bothell,Snohomish County
91663,zip,"77014;TX;Houston-The Woodlands-Sugar Land, TX;Houston;Harris County",77014,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,Harris County
63351,zip,"13905;NY;Binghamton, NY;Binghamton;Broome County",13905,NY,"Binghamton, NY",Binghamton,Broome County
75009,zip,"38801;MS;Tupelo, MS;Tupelo;Lee County",38801,MS,"Tupelo, MS",Tupelo,Lee County
85160,zip,"61801;IL;Champaign-Urbana, IL;Urbana;Champaign County",61801,IL,"Champaign-Urbana, IL",Urbana,Champaign County
72812,zip,"33772;FL;Tampa-St. Petersburg-Clearwater, FL;Seminole;Pinellas County",33772,FL,"Tampa-St. Petersburg-Clearwater, FL",Seminole,Pinellas County
96012,zip,"90031;CA;Los Angeles-Long Beach-Anaheim, CA;Los Angeles;Los Angeles County",90031,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles County
96268,zip,"91007;CA;Los Angeles-Long Beach-Anaheim, CA;Arcadia;Los Angeles County",91007,CA,"Los Angeles-Long Beach-Anaheim, CA",Arcadia,Los Angeles County
58515,zip,"1845;MA;Boston-Cambridge-Newton, MA-NH;North Andover;Essex County",01845,MA,"Boston-Cambridge-Newton, MA-NH",North Andover,Essex County
92333,zip,"78237;TX;San Antonio-New Braunfels, TX;San Antonio;Bexar County",78237,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
72232,zip,"32806;FL;Orlando-Kissimmee-Sanford, FL;Orlando;Orange County",32806,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
70861,zip,"30082;GA;Atlanta-Sandy Springs-Alpharetta, GA;Smyrna;Cobb County",30082,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Smyrna,Cobb County
65192,zip,"17815;PA;Bloomsburg-Berwick, PA;Bloomsburg;Columbia County",17815,PA,"Bloomsburg-Berwick, PA",Bloomsburg,Columbia County
72027,zip,"32505;FL;Pensacola-Ferry Pass-Brent, FL;Pensacola;Escambia County",32505,FL,"Pensacola-Ferry Pass-Brent, FL",Pensacola,Escambia County
90059,zip,"73533;OK;Duncan, OK;Duncan;Stephens County",73533,OK,"Duncan, OK",Duncan,Stephens County
89448,zip,"72211;AR;Little Rock-North Little Rock-Conway, AR;Little Rock;Pulaski County",72211,AR,"Little Rock-North Little Rock-Conway, AR",Little Rock,Pulaski County
73026,zip,"34202;FL;North Port-Sarasota-Bradenton, FL;Lakewood Ranch;Manatee County",34202,FL,"North Port-Sarasota-Bradenton, FL",Lakewood Ranch,Manatee County
79794,zip,"49525;MI;Grand Rapids-Kentwood, MI;Grand Rapids;Kent County",49525,MI,"Grand Rapids-Kentwood, MI",Grand Rapids,Kent County
99134,zip,"97220;OR;Portland-Vancouver-Hillsboro, OR-WA;Portland;Multnomah County",97220,OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,Multnomah County
93726,zip,"81212;CO;Ca-Â¦on City, CO;Canon City;Fremont County",81212,CO,"Ca-Â¦on City, CO",Canon City,Fremont County
91698,zip,"77049;TX;Houston-The Woodlands-Sugar Land, TX;Houston;Harris County",77049,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,Harris County
79508,zip,"49015;MI;Battle Creek, MI;Battle Creek;Calhoun County",49015,MI,"Battle Creek, MI",Battle Creek,Calhoun County
75303,zip,39452;MS;nan;Lucedale;George County,39452,MS,nan,Lucedale,George County
61864,zip,"10562;NY;New York-Newark-Jersey City, NY-NJ-PA;Ossining;Westchester County",10562,NY,"New York-Newark-Jersey City, NY-NJ-PA",Ossining,Westchester County
98425,zip,"95816;CA;Sacramento-Roseville-Folsom, CA;Sacramento;Sacramento County",95816,CA,"Sacramento-Roseville-Folsom, CA",Sacramento,Sacramento County
84390,zip,"60139;IL;Chicago-Naperville-Elgin, IL-IN-WI;Glendale Heights;DuPage County",60139,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Glendale Heights,DuPage County
70630,zip,"29649;SC;Greenwood, SC;Greenwood;Greenwood County",29649,SC,"Greenwood, SC",Greenwood,Greenwood County
98368,zip,"95677;CA;Sacramento-Roseville-Folsom, CA;Rocklin;Placer County",95677,CA,"Sacramento-Roseville-Folsom, CA",Rocklin,Placer County
89900,zip,"73069;OK;Oklahoma City, OK;Norman;Cleveland County",73069,OK,"Oklahoma City, OK",Norman,Cleveland County
70800,zip,"30013;GA;Atlanta-Sandy Springs-Alpharetta, GA;Conyers;Rockdale County",30013,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Conyers,Rockdale County
98129,zip,"95348;CA;Merced, CA;Merced;Merced County",95348,CA,"Merced, CA",Merced,Merced County
58981,zip,"2906;RI;Providence-Warwick, RI-MA;Providence;Providence County",02906,RI,"Providence-Warwick, RI-MA",Providence,Providence County
70651,zip,"29673;SC;Greenville-Anderson, SC;Piedmont;Greenville County",29673,SC,"Greenville-Anderson, SC",Piedmont,Greenville County
60965,zip,"8075;NJ;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Delran Township;Burlington County",08075,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delran Township,Burlington County
99139,zip,"97225;OR;Portland-Vancouver-Hillsboro, OR-WA;West Slope;Washington County",97225,OR,"Portland-Vancouver-Hillsboro, OR-WA",West Slope,Washington County
86704,zip,"65101;MO;Jefferson City, MO;Jefferson City;Cole County",65101,MO,"Jefferson City, MO",Jefferson City,Cole County
62919,zip,"13045;NY;Cortland, NY;Cortland;Cortland County",13045,NY,"Cortland, NY",Cortland,Cortland County
89798,zip,"72903;AR;Fort Smith, AR-OK;Fort Smith;Sebastian County",72903,AR,"Fort Smith, AR-OK",Fort Smith,Sebastian County
69705,zip,"28086;NC;Shelby, NC;Kings Mountain;Cleveland County",28086,NC,"Shelby, NC",Kings Mountain,Cleveland County
85345,zip,"62221;IL;St. Louis, MO-IL;Shiloh;Saint Clair County",62221,IL,"St. Louis, MO-IL",Shiloh,Saint Clair County
66734,zip,"21030;MD;Baltimore-Columbia-Towson, MD;Cockeysville;Baltimore County",21030,MD,"Baltimore-Columbia-Towson, MD",Cockeysville,Baltimore County
92095,zip,"77705;TX;Beaumont-Port Arthur, TX;Beaumont;Jefferson County",77705,TX,"Beaumont-Port Arthur, TX",Beaumont,Jefferson County
93597,zip,"80919;CO;Colorado Springs, CO;Colorado Springs;El Paso County",80919,CO,"Colorado Springs, CO",Colorado Springs,El Paso County
70057,zip,"28602;NC;Hickory-Lenoir-Morganton, NC;Hickory;Catawba County",28602,NC,"Hickory-Lenoir-Morganton, NC",Hickory,Catawba County
100165,zip,"99216;WA;Spokane-Spokane Valley, WA;Spokane Valley;Spokane County",99216,WA,"Spokane-Spokane Valley, WA",Spokane Valley,Spokane County
91670,zip,"77021;TX;Houston-The Woodlands-Sugar Land, TX;Houston;Harris County",77021,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,Harris County
82046,zip,"55021;MN;Faribault-Northfield, MN;Faribault;Rice County",55021,MN,"Faribault-Northfield, MN",Faribault,Rice County
82253,zip,"55403;MN;Minneapolis-St. Paul-Bloomington, MN-WI;Minneapolis;Hennepin County",55403,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
399686,zip,"97086;OR;Portland-Vancouver-Hillsboro, OR-WA;Happy Valley;Clackamas County",97086,OR,"Portland-Vancouver-Hillsboro, OR-WA",Happy Valley,Clackamas County
99968,zip,"98802;WA;Wenatchee, WA;East Wenatchee;Douglas County",98802,WA,"Wenatchee, WA",East Wenatchee,Douglas County
94733,zip,"85017;AZ;Phoenix-Mesa-Chandler, AZ;Phoenix;Maricopa County",85017,AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,Maricopa County
98351,zip,"95660;CA;Sacramento-Roseville-Folsom, CA;Sacramento;Sacramento County",95660,CA,"Sacramento-Roseville-Folsom, CA",Sacramento,Sacramento County
72821,zip,"33781;FL;Tampa-St. Petersburg-Clearwater, FL;Pinellas Park;Pinellas County",33781,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas Park,Pinellas County
93310,zip,"80234;CO;Denver-Aurora-Lakewood, CO;Westminster;Adams County",80234,CO,"Denver-Aurora-Lakewood, CO",Westminster,Adams County
93355,zip,"80303;CO;Boulder, CO;Boulder;Boulder County",80303,CO,"Boulder, CO",Boulder,Boulder County
66618,zip,"20770;MD;Washington-Arlington-Alexandria, DC-VA-MD-WV;Greenbelt;Prince Georges County",20770,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Greenbelt,Prince Georges County
60607,zip,"7103;NJ;New York-Newark-Jersey City, NY-NJ-PA;Newark;Essex County",07103,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Newark,Essex County
93946,zip,"82601;WY;Casper, WY;Casper;Natrona County",82601,WY,"Casper, WY",Casper,Natrona County
